Dist.Code,Sh_Dist_code,FID_1,State,AgroClimate,District,Year,RICE.AREA..1000.ha.,RICE.PRODUCTION..1000.tons.,RICE.YIELD..Kg.per.ha.,RICE.SHARE.IN.TOTAL..Percent.,Crops,IMD_RF,IMD_Tmax,SD_RF_jun_nov
170,20008,303,PUNJAB,Trans Gangetic Plains Region,Rupnagar (Ropar),2016,69.0,284.0,4069.5,,Rice,932.9378662,31.50358788,11.22509766
170,20008,303,PUNJAB,Trans Gangetic Plains Region,Rupnagar (Ropar),2017,71.0,278.0,3867.0,,Rice,966.8143921,30.96760893,12.57248878
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1990,225.0,826.0,3671.0,37.44,Rice,583.8016907,32.36785825,9.57429781
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1991,231.0,827.0,3580.0,37.99,Rice,481.0180664,33.44221497,8.387597847
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1992,226.0,877.0,3881.0,37.98,Rice,398.6798584,33.23888365,6.135095215
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1993,233.0,909.0,3901.0,39.16,Rice,634.9444458,33.77254709,15.73696213
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1994,244.0,868.0,3557.0,40.53,Rice,465.906192,32.07786973,7.93698597
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1995,230.0,743.0,3230.0,38.33,Rice,750.8415649,34.02537441,13.85269642
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1996,227.0,818.0,3604.0,37.77,Rice,463.3922607,32.74172815,6.644610119
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1997,234.0,899.0,3842.0,39.07,Rice,453.8149475,31.75175635,7.241339207
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1998,241.0,789.0,3274.0,40.03,Rice,718.5483154,33.30040518,10.46243868
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,1999,237.0,856.0,3612.0,39.24,Rice,369.4567535,33.23446719,7.814259386
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2000,238.0,939.0,3945.0,39.4,Rice,424.8663391,33.79524899,7.014619827
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2001,235.0,916.0,3898.0,38.84,Rice,412.8198181,33.37760131,6.400843906
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2002,236.0,1020.0,4322.0,39.07,Rice,516.7383789,34.93473657,9.909376907
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2003,241.0,1047.0,4344.0,39.83,Rice,728.8141968,33.25927798,13.54532642
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2004,247.0,1144.0,4632.0,40.83,Rice,275.4591858,33.73893229,4.713714409
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2005,250.0,1130.0,4520.0,41.67,Rice,400.4879822,33.88803323,6.223508072
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2006,248.0,1084.0,4371.0,42.76,Rice,441.2402161,33.11669985,6.282439137
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2007,250.0,1133.0,4532.0,42.02,Rice,596.4912231,33.70401287,8.820273113
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2008,254.0,1135.0,4469.0,42.69,Rice,889.7710693,33.13376904,11.43911953
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2009,257.0,1206.0,4693.0,43.04,Rice,535.3106689,34.10195001,9.616759491
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2010,257.0,1133.0,4409.0,42.9,Rice,651.2015076,33.38959726,10.56175194
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2011,257.0,1094.0,4257.0,42.83,Rice,1134.177661,33.19148699,14.18737373
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2012,257.0,1169.0,4549.0,43.32,Rice,768.4699951,33.26359145,10.24354906
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2013,257.0,1137.0,4424.0,48.87,Rice,594.737262,32.49688752,9.257663536
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2014,257.0,1119.0,4354.0,43.38,Rice,363.2561951,34.25253328,7.761513233
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2015,257.0,1181.0,4595.0,42.86,Rice,503.547525,33.96025181,9.093970728
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2016,259.0,1247.0,4815.0,,Rice,367.073291,32.79224817,6.381331348
171,20004,300,PUNJAB,Trans Gangetic Plains Region,Ludhiana,2017,258.0,1224.0,4744.0,,Rice,467.2025452,32.22718954,8.006152344
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1990,230.0,728.0,3165.0,24.86,Rice,400.1006622,33.97863102,8.790554682
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1991,233.0,760.0,3262.0,24.6,Rice,154.3477495,35.00887179,4.73029338
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1992,231.0,802.0,3472.0,25.25,Rice,351.169359,34.3480169,7.111262004
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1993,221.0,810.0,3665.0,24.26,Rice,307.9520755,34.81341298,7.049565077
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1994,242.0,908.0,3752.0,26.56,Rice,290.9979926,34.30676071,6.415169981
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1995,233.0,783.0,3361.0,24.87,Rice,393.2035641,35.11816533,7.597915173
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1996,227.0,811.0,3573.0,24.1,Rice,305.959938,33.69333975,6.353661272
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1997,252.0,909.0,3607.0,26.33,Rice,394.3686422,32.75571505,8.295325491
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1998,275.0,922.0,3353.0,28.53,Rice,167.4536014,34.16842953,3.993687458
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,1999,280.0,982.0,3507.0,31.11,Rice,112.6267649,34.70479035,2.549423205
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2000,248.0,898.0,3621.0,27.46,Rice,160.0952504,34.74348021,4.291898476
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2001,230.0,864.0,3757.0,25.47,Rice,206.2480986,34.57022309,4.309198618
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2002,234.0,824.0,3521.0,26.96,Rice,193.4649904,35.69479871,4.492539273
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2003,244.0,903.0,3701.0,26.9,Rice,426.7682868,34.10995666,7.629558987
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2004,238.0,941.0,3954.0,26.24,Rice,105.8404013,34.3648363,2.508598546
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2005,236.0,956.0,4051.0,27.51,Rice,247.7654334,34.53131255,5.634960704
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2006,235.0,948.0,4034.0,26.93,Rice,366.6476373,34.48477499,7.239360915
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2007,243.0,1010.0,4156.0,27.77,Rice,401.5574544,34.60248566,8.357355012
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2008,260.0,1051.0,4042.0,29.68,Rice,440.4023946,33.72531708,7.402425395
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2009,262.0,964.0,3679.0,29.81,Rice,180.8262439,35.1476086,3.875038756
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2010,258.0,954.0,3698.0,29.05,Rice,214.5307507,34.28570795,4.104348116
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2011,257.0,889.0,1729.5,15.35,Rice,381.2760383,34.01647671,8.313240104
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2012,267.0,1057.0,3816.5,28.185,Rice,365.9846632,34.55603751,9.548727777
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2013,275.0,1059.0,3685.5,26.36,Rice,277.0163651,33.59305334,5.574849102
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2014,286.0,1030.0,3470.0,32.945,Rice,166.1075253,35.49564377,4.560171829
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2015,291.0,1027.0,3381.5,33.69,Rice,143.4976527,35.21928128,2.53572007
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2016,298.0,1182.0,3876.5,,Rice,266.4945721,34.84613641,5.179611815
172,20003,458,PUNJAB,Trans Gangetic Plains Region,Firozpur,2017,294.0,1197.0,3904.0,,Rice,219.6420144,34.28915787,3.541744616
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1990,138.0,504.0,3652.0,15.16,Rice,431.1304626,33.45732371,9.867715359
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1991,148.0,559.0,3777.0,16.3,Rice,126.1970401,34.50093873,3.252510005
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1992,140.0,547.0,3907.0,15.96,Rice,233.1436547,33.99094454,4.403072225
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1993,159.0,625.0,3931.0,16.91,Rice,309.8519626,34.46207015,6.661021709
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1994,175.0,621.0,3549.0,18.72,Rice,369.48054,33.304245,8.205792215
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1995,152.0,560.0,3678.666667,17.48333333,Rice,438.0348952,34.92635155,9.117915154
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1996,167.0,622.0,3647.333333,18.92333333,Rice,382.017501,33.46084436,7.440802468
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1997,185.0,719.0,3761.666667,20.80333333,Rice,353.963874,32.39278666,6.866725657
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1998,277.0,880.0,3123.333333,30.23,Rice,234.606336,33.85612329,4.791009691
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,1999,298.0,990.0,3319.0,30.89,Rice,126.1829817,34.12282467,2.646639632
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2000,338.0,1215.0,3554.666667,32.55,Rice,146.7535871,34.35701815,3.532618284
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2001,287.0,1086.0,3771.666667,27.23,Rice,175.609325,34.18627612,3.555264036
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2002,318.0,1109.0,3404.333333,30.82333333,Rice,218.5468733,36.05352783,5.34791459
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2003,334.0,1303.0,3843.0,31.66333333,Rice,377.1464708,33.97158146,7.603379567
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2004,338.0,1402.0,4057.0,32.38666667,Rice,143.5306235,34.41784795,3.368050443
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2005,330.0,1372.0,4071.0,32.22333333,Rice,284.7844832,34.49284045,5.787855082
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2006,321.0,1321.0,4069.333333,31.27666667,Rice,293.7559068,34.03001404,4.956733545
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2007,324.0,1383.0,4209.333333,31.33,Rice,422.6537374,34.47230117,8.327136358
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2008,364.0,1616.0,4396.0,34.76333333,Rice,427.6129184,33.74016317,6.527594142
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2009,370.0,1613.0,4271.666667,35.58,Rice,181.452162,34.87473106,3.491773287
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2010,384.0,1586.0,4091.0,36.71,Rice,337.9371609,33.85851669,6.781076431
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2011,388.0,1566.0,3976.666667,36.93,Rice,353.2666863,33.83800316,8.604685783
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2012,396.0,1709.0,4285.333333,37.59333333,Rice,324.4138828,34.09945138,9.758869065
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2013,395.0,1715.0,4288.333333,37.89333333,Rice,524.2873094,33.40327422,10.22251225
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2014,418.0,1750.0,4128.0,39.77333333,Rice,270.266098,35.10745589,7.014893373
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2015,451.0,1977.0,4324.333333,42.09,Rice,233.3884074,34.60970275,4.182057831
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2016,466.0,1983.0,4231.333333,,Rice,321.9937269,34.86706193,7.13554679
173,20012,301,PUNJAB,Trans Gangetic Plains Region,Faridkot,2017,469.0,2067.0,4405.0,,Rice,305.2866448,34.28074423,6.793992307
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1990,50.0,173.0,3460.0,5.97,Rice,461.2400309,34.5933423,10.55637063
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1991,64.0,229.0,3578.0,7.66,Rice,163.6560644,35.49620883,4.256861316
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1992,64.0,235.0,3672.0,7.84,Rice,273.2369809,34.6640962,5.452602771
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1993,93.0,343.0,3690.5,11.25,Rice,348.2262404,35.50093905,7.775040891
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1994,110.0,397.0,3617.5,13.08,Rice,224.4600457,34.69842386,4.843537913
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1995,89.0,311.0,3516.0,10.915,Rice,668.4159919,35.27957392,14.40805154
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1996,98.0,352.0,3594.0,11.78,Rice,274.7130661,34.29039971,4.651542399
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1997,111.0,432.0,3896.5,12.855,Rice,338.689409,33.30450408,6.658229642
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1998,168.0,502.0,2988.5,19.875,Rice,353.0244717,34.81992928,6.387946049
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,1999,190.0,633.0,3326.5,21.225,Rice,78.96086523,35.34288836,1.842094743
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2000,183.0,656.0,3589.0,20.255,Rice,190.9106199,35.16909138,5.311220911
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2001,150.0,549.0,3651.5,16.51,Rice,212.890391,35.05465778,4.259812276
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2002,195.0,634.0,3232.0,21.835,Rice,169.5331904,36.17682886,4.997724811
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2003,183.0,718.0,3911.5,20.37,Rice,304.1446228,34.38791768,5.572009352
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2004,177.0,722.0,4081.0,19.605,Rice,163.9838172,34.77024539,3.533444219
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2005,165.0,676.0,4105.0,18.23,Rice,309.5414005,35.71004566,7.169371552
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2006,149.0,617.0,4146.0,16.445,Rice,265.3095822,34.88368177,5.891580158
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2007,147.0,620.0,4205.0,16.085,Rice,255.4260661,35.1557072,5.203269853
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2008,168.0,723.0,4285.5,18.345,Rice,502.2225647,34.81017399,7.536093341
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2009,181.0,800.0,4392.5,19.9,Rice,155.6946894,35.85233482,3.116059489
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2010,185.0,753.0,4067.5,20.275,Rice,371.613071,34.64530865,6.332003487
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2011,175.0,701.0,3998.0,19.235,Rice,347.135593,34.61486483,8.829604997
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2012,185.0,779.0,4197.5,20.26,Rice,367.3590902,35.2654225,9.571598159
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2013,192.0,835.0,4318.5,21.065,Rice,388.1615872,34.79891936,7.651384619
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2014,201.0,825.0,4027.5,22.07,Rice,203.7954771,35.72612365,4.376235723
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2015,230.0,983.0,4214.5,24.915,Rice,239.6979785,34.94543807,4.7829646
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2016,255.0,1131.0,4412.0,,Rice,258.2046068,34.99832726,5.65767463
174,20011,295,PUNJAB,Trans Gangetic Plains Region,Bhatinda,2017,267.0,1246.0,4666.5,,Rice,270.6484307,34.45920197,5.131731961
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1990,287.0,1060.0,3693.0,32.32,Rice,607.5947342,31.68016603,11.93406588
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1991,301.0,1064.0,3535.0,33.9,Rice,313.6400089,33.00641685,6.966428578
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1992,302.0,1137.0,3765.0,34.24,Rice,264.7569504,32.71912797,5.069753259
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1993,326.0,1282.0,3933.0,37.51,Rice,463.5930672,33.14632543,10.36804748
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1994,334.0,1188.0,3557.0,38.43,Rice,497.8845978,31.47924508,8.77524662
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1995,321.0,1091.0,3399.0,36.98,Rice,901.3841782,33.57471466,18.92679918
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1996,309.0,1163.0,3764.0,34.56,Rice,467.629776,32.19142967,7.608422577
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1997,333.0,1277.0,3835.0,33.74,Rice,487.3151054,31.37197378,8.738554835
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1998,353.0,1262.0,3575.0,40.9,Rice,577.6553574,32.32767751,9.651107371
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,1999,360.0,1282.0,3561.0,40.49,Rice,297.5153637,32.23016675,6.950619221
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2000,357.0,1342.0,3759.0,39.62,Rice,234.4337082,33.51814577,5.132965147
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2001,349.0,1362.0,3903.0,39.57,Rice,290.1568413,32.61402204,5.790444687
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2002,352.0,1429.0,4060.0,40.79,Rice,315.7430859,33.65230963,7.382849634
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2003,366.0,1566.0,4279.0,41.97,Rice,422.5365791,32.56669659,6.748369157
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2004,367.0,1710.0,4659.0,42.09,Rice,275.3295593,32.8929402,5.623078823
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2005,367.0,1625.0,4428.0,41.85,Rice,371.3742046,33.18201902,7.385963321
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2006,362.0,1637.0,4521.5,41.81,Rice,328.2168274,32.08665201,5.751510441
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2007,361.0,1673.0,4657.0,41.6,Rice,437.9427586,33.06677871,6.27991578
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2008,369.0,1718.0,4686.5,42.01,Rice,899.6804276,32.44861931,11.65215683
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2009,375.0,1769.0,4733.0,42.705,Rice,347.9728374,33.20699766,6.802472174
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2010,377.0,1650.0,4393.0,42.05,Rice,509.7575645,32.88368458,8.628135204
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2011,379.0,1647.0,4353.5,41.95,Rice,747.2322121,32.63009357,10.80754018
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2012,382.0,1789.0,4665.0,43.76,Rice,598.1380157,32.52691947,9.662112713
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2013,380.0,1790.0,4699.0,43.01,Rice,328.757967,31.35274262,6.906502843
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2014,379.0,1788.0,4710.5,43.05,Rice,184.4499969,33.47020298,3.99071385
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2015,384.0,1845.0,4757.0,44.165,Rice,347.4535484,33.32778952,7.416962087
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2016,390.0,1871.0,4740.5,,Rice,280.050766,34.57568868,5.456084728
175,20010,304,PUNJAB,Trans Gangetic Plains Region,Sangrur,2017,397.0,2007.0,5038.5,,Rice,287.1622849,34.0121727,4.974609792
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1990,278.0,940.0,3381.0,38.29,Rice,791.8832746,33.89106592,11.09189974
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1991,286.0,942.0,3294.0,39.07,Rice,455.7911094,35.02206707,7.637958799
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1992,298.0,1054.0,3636.0,39.575,Rice,586.0081111,34.41301346,8.836344583
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1993,321.0,1134.0,3618.0,41.92,Rice,687.8364825,34.89494673,20.30644103
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1994,319.0,1099.0,3476.0,41.75,Rice,922.3521293,34.33679008,15.37541389
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1995,316.0,960.0,3129.0,41.07,Rice,1100.509181,35.14759509,18.55039597
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1996,310.0,1051.0,3438.5,40.87,Rice,748.4288592,33.61576207,9.753532614
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1997,322.0,1094.0,3491.5,41.645,Rice,615.6991207,32.78031222,9.488934994
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1998,329.0,1043.0,3201.5,42.46,Rice,959.5163247,34.20736758,12.45513562
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,1999,333.0,1117.0,3465.0,42.55,Rice,506.3555712,34.46754424,7.914908716
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2000,340.0,1207.0,3757.5,43.165,Rice,629.8947392,34.78886414,10.21850502
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2001,332.0,1232.0,3809.0,42.11,Rice,597.7565319,34.51475588,10.92103581
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2002,317.0,1130.0,3675.5,41.31,Rice,619.695888,35.65323893,12.67496981
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2003,329.0,1314.0,4124.0,42.39,Rice,804.6579982,34.09057268,11.0089879
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2004,335.0,1336.0,4112.5,43.51,Rice,715.500933,34.33521144,13.46820114
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2005,323.0,1301.0,4098.5,44.33,Rice,623.5011172,34.45558739,9.180115734
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2006,321.0,1329.0,4110.5,43.91,Rice,494.0908988,34.44470088,7.914700917
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2007,318.0,1382.0,4414.5,43.745,Rice,858.5716291,34.59242853,12.53823451
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2008,323.0,1372.0,4255.0,44.105,Rice,1304.079799,33.6211621,16.33176613
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2009,326.0,1412.0,4400.5,45.375,Rice,690.33398,35.09569391,11.54419463
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2010,316.0,1222.0,3993.5,44.47,Rice,896.1471645,34.53672854,15.52957412
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2011,320.0,1267.0,4046.0,45.06,Rice,1074.937718,34.05007807,12.04842527
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2012,319.0,1306.0,4211.0,45.325,Rice,715.1630816,34.59840647,9.274880818
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2013,317.0,1310.0,4116.5,44.99,Rice,691.9480198,33.39167786,10.74789476
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2014,316.0,1278.0,4139.5,44.96,Rice,367.2714735,35.5267245,8.579020875
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2015,316.0,1294.0,4211.0,44.895,Rice,561.7128034,35.47181797,9.818852629
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2016,318.0,1389.0,4475.0,,Rice,343.9750977,32.30589072,6.306300844
176,20009,302,PUNJAB,Trans Gangetic Plains Region,Patiala,2017,319.0,1396.0,4444.5,,Rice,446.5733076,31.79698531,8.351516792
